Patroling Sections:
[489.225565892, 266.207941,-10] -> [56.212864, 516.207941,-10] -> 
[575.828106271, 316.207941,-10] -> [56.212864, 616.207941,-10] -> 
[662.430646649, 366.207941,-10] -> [56.212864, 716.207941,-10] -> 
[749.033187028, 416.207941,-10] -> [56.212864, 816.207941,-10] -> 
[835.635727406, 466.207941,-10] -> [56.212864, 916.207941,-10] -> 
[922.238267784, 516.207941,-10] -> [56.212864, 1016.207941,-10] -> 
[56.212864, 1016.207941,-10] -> [922.238267784, 516.207941,-10] -> 
[56.212864, 916.207941,-10] -> [835.635727406, 466.207941,-10] -> 
[56.212864, 816.207941,-10] -> [749.033187028, 416.207941,-10] -> 
[56.212864, 716.207941,-10] -> [662.430646649, 366.207941,-10] -> 
[56.212864, 616.207941,-10] -> [575.828106271, 316.207941,-10] -> 
[56.212864, 516.207941,-10] -> [489.225565892, 266.207941,-10] -> 
 End 

0: 56.212864, 516.207941, -10 {330, 0} -> 489.225565892, 266.207941, -10
11: 192.642167324928, 437.440446000000, -10.000000000000 {330.000000000000, 330.000000000000} -> 489.225565892219, 266.207941000000, -10.000000000000
12: 206.682266433875, 429.334391000000, -10.000000000000 {330.000000000000, 330.000000000000} -> 489.225565892219, 266.207941000000, -10.000000000000
13: 220.722365542823, 421.228336000000, -10.000000000000 {330.000000000000, 330.000000000000} -> 489.225565892219, 266.207941000000, -10.000000000000
14: 234.762464651771, 413.122281000000, -10.000000000000 {330.000000000000, 330.000000000000} -> 489.225565892219, 266.207941000000, -10.000000000000
15: 248.802563760718, 405.016226000000, -10.000000000000 {330.000000000000, 330.000000000000} -> 489.225565892219, 266.207941000000, -10.000000000000
16: 262.842662869666, 396.910171000000, -10.000000000000 {330.000000000000, 330.000000000000} -> 489.225565892219, 266.207941000000, -10.000000000000
17: 276.882761978614, 388.804116000000, -10.000000000000 {330.000000000000, 330.000000000000} -> 489.225565892219, 266.207941000000, -10.000000000000
18: 290.922861087562, 380.698061000000, -10.000000000000 {330.000000000000, 330.000000000000} -> 489.225565892219, 266.207941000000, -10.000000000000
19: 304.962960196509, 372.592006000000, -10.000000000000 {330.000000000000, 330.000000000000} -> 489.225565892219, 266.207941000000, -10.000000000000
20: 319.003059305457, 364.485951000000, -10.000000000000 {330.000000000000, 330.000000000000} -> 489.225565892219, 266.207941000000, -10.000000000000
21: 333.043158414405, 356.379896000000, -10.000000000000 {330.000000000000, 330.000000000000} -> 489.225565892219, 266.207941000000, -10.000000000000
22: 347.083257523353, 348.273841000000, -10.000000000000 {330.000000000000, 330.000000000000} -> 489.225565892219, 266.207941000000, -10.000000000000
23: 361.123356632300, 340.167786000000, -10.000000000000 {330.000000000000, 330.000000000000} -> 489.225565892219, 266.207941000000, -10.000000000000
24: 375.163455741248, 332.061731000000, -10.000000000000 {330.000000000000, 330.000000000000} -> 489.225565892219, 266.207941000000, -10.000000000000
25: 389.203554850196, 323.955676000000, -10.000000000000 {330.000000000000, 330.000000000000} -> 489.225565892219, 266.207941000000, -10.000000000000
26: 403.243653959144, 315.849621000000, -10.000000000000 {330.000000000000, 330.000000000000} -> 489.225565892219, 266.207941000000, -10.000000000000
27: 417.283753068091, 307.743566000000, -10.000000000000 {330.000000000000, 330.000000000000} -> 489.225565892219, 266.207941000000, -10.000000000000
28: 431.323852177039, 299.637511000000, -10.000000000000 {330.000000000000, 330.000000000000} -> 489.225565892219, 266.207941000000, -10.000000000000
29: 445.363951285987, 291.531456000000, -10.000000000000 {330.000000000000, 330.000000000000} -> 489.225565892219, 266.207941000000, -10.000000000000
30: 445.363951285987, 291.531456000000, -10.000000000000 {330.000000000000, 330.000000000000} -> 489.225565892219, 266.207941000000, -10.000000000000
31: 447.881054122086, 290.078206000000, -10.000000000000 {330.000000000000, 330.000000000000} -> 489.225565892219, 266.207941000000, -10.000000000000
32: 455.432362630385, 285.718456000000, -10.000000000000 {330.000000000000, 330.000000000000} -> 489.225565892219, 266.207941000000, -10.000000000000
33: 469.472461739333, 277.612401000000, -10.000000000000 {330.000000000000, 330.000000000000} -> 489.225565892219, 266.207941000000, -10.000000000000
34: 469.472461739333, 277.612401000000, -10.000000000000 {3.336770000000, 150.000000000000} -> 56.212864000000, 516.207941000000, -10.000000000000
35: 469.472461739333, 277.612401000000, -10.000000000000 {36.673540000000, 150.000000000000} -> 56.212864000000, 516.207941000000, -10.000000000000
36: 469.472461739333, 277.612401000000, -10.000000000000 {70.010310000000, 150.000000000000} -> 56.212864000000, 516.207941000000, -10.000000000000
37: 469.472461739333, 277.612401000000, -10.000000000000 {103.347080000000, 150.000000000000} -> 56.212864000000, 516.207941000000, -10.000000000000
38: 469.472461739333, 277.612401000000, -10.000000000000 {136.683850000000, 150.000000000000} -> 56.212864000000, 516.207941000000, -10.000000000000
39: 466.955358903233, 279.065651000000, -10.000000000000 {150.000000000000, 150.000000000000} -> 56.212864000000, 516.207941000000, -10.000000000000
40: 459.404050394935, 283.425401000000, -10.000000000000 {150.000000000000, 150.000000000000} -> 56.212864000000, 516.207941000000, -10.000000000000
41: 445.363951285987, 291.531456000000, -10.000000000000 {150.000000000000, 150.000000000000} -> 56.212864000000, 516.207941000000, -10.000000000000
42: 431.323852177039, 299.637511000000, -10.000000000000 {150.000000000000, 150.000000000000} -> 56.212864000000, 516.207941000000, -10.000000000000
43: 417.283753068091, 307.743566000000, -10.000000000000 {150.000000000000, 150.000000000000} -> 56.212864000000, 516.207941000000, -10.000000000000
44: 403.243653959144, 315.849621000000, -10.000000000000 {150.000000000000, 150.000000000000} -> 56.212864000000, 516.207941000000, -10.000000000000
45: 389.203554850196, 323.955676000000, -10.000000000000 {150.000000000000, 150.000000000000} -> 56.212864000000, 516.207941000000, -10.000000000000
46: 375.163455741248, 332.061731000000, -10.000000000000 {150.000000000000, 150.000000000000} -> 56.212864000000, 516.207941000000, -10.000000000000
47: 361.123356632300, 340.167786000000, -10.000000000000 {150.000000000000, 150.000000000000} -> 56.212864000000, 516.207941000000, -10.000000000000
48: 347.083257523353, 348.273841000000, -10.000000000000 {150.000000000000, 150.000000000000} -> 56.212864000000, 516.207941000000, -10.000000000000
49: 333.043158414405, 356.379896000000, -10.000000000000 {150.000000000000, 150.000000000000} -> 56.212864000000, 516.207941000000, -10.000000000000
50: 319.003059305457, 364.485951000000, -10.000000000000 {150.000000000000, 150.000000000000} -> 56.212864000000, 516.207941000000, -10.000000000000
51: 304.962960196509, 372.592006000000, -10.000000000000 {150.000000000000, 150.000000000000} -> 56.212864000000, 516.207941000000, -10.000000000000
52: 290.922861087562, 380.698061000000, -10.000000000000 {150.000000000000, 150.000000000000} -> 56.212864000000, 516.207941000000, -10.000000000000
53: 276.882761978614, 388.804116000000, -10.000000000000 {150.000000000000, 150.000000000000} -> 56.212864000000, 516.207941000000, -10.000000000000
54: 262.842662869666, 396.910171000000, -10.000000000000 {150.000000000000, 150.000000000000} -> 56.212864000000, 516.207941000000, -10.000000000000
55: 248.802563760718, 405.016226000000, -10.000000000000 {150.000000000000, 150.000000000000} -> 56.212864000000, 516.207941000000, -10.000000000000
56: 234.762464651771, 413.122281000000, -10.000000000000 {150.000000000000, 150.000000000000} -> 56.212864000000, 516.207941000000, -10.000000000000
57: 220.722365542823, 421.228336000000, -10.000000000000 {150.000000000000, 150.000000000000} -> 56.212864000000, 516.207941000000, -10.000000000000
58: 206.682266433875, 429.334390999999, -10.000000000000 {150.000000000000, 150.000000000000} -> 56.212864000000, 516.207941000000, -10.000000000000
59: 192.642167324928, 437.440445999999, -10.000000000000 {150.000000000000, 150.000000000000} -> 56.212864000000, 516.207941000000, -10.000000000000
60: 178.602068215980, 445.546500999999, -10.000000000000 {150.000000000000, 150.000000000000} -> 56.212864000000, 516.207941000000, -10.000000000000
61: 164.561969107032, 453.652555999999, -10.000000000000 {150.000000000000, 150.000000000000} -> 56.212864000000, 516.207941000000, -10.000000000000
62: 150.521869998084, 461.758611000000, -10.000000000000 {150.000000000000, 150.000000000000} -> 56.212864000000, 516.207941000000, -10.000000000000
63: 136.481770889137, 469.864666000000, -10.000000000000 {150.000000000000, 150.000000000000} -> 56.212864000000, 516.207941000000, -10.000000000000
64: 122.441671780189, 477.970721000000, -10.000000000000 {150.000000000000, 150.000000000000} -> 56.212864000000, 516.207941000000, -10.000000000000
65: 108.401572671241, 486.076776000000, -10.000000000000 {150.000000000000, 150.000000000000} -> 56.212864000000, 516.207941000000, -10.000000000000
66: 94.361473562293, 494.182831000000, -10.000000000000 {150.000000000000, 150.000000000000} -> 56.212864000000, 516.207941000000, -10.000000000000
67: 94.361473562293, 494.182831000000, -10.000000000000 {150.000000000000, 150.000000000000} -> 56.212864000000, 516.207941000000, -10.000000000000
68: 91.844370726194, 495.636081000000, -10.000000000000 {150.000000000000, 150.000000000000} -> 56.212864000000, 516.207941000000, -10.000000000000
69: 84.293062217896, 499.995831000000, -10.000000000000 {150.000000000000, 150.000000000000} -> 56.212864000000, 516.207941000000, -10.000000000000
70: 84.293062217896, 499.995831000000, -10.000000000000 {150.000000000000, 150.000000000000} -> 56.212864000000, 516.207941000000, -10.000000000000
71: 81.775959381796, 501.449081000000, -10.000000000000 {150.000000000000, 150.000000000000} -> 56.212864000000, 516.207941000000, -10.000000000000
72: 74.224650873498, 505.808831000000, -10.000000000000 {150.000000000000, 150.000000000000} -> 56.212864000000, 516.207941000000, -10.000000000000
73: 74.224650873498, 505.808831000000, -10.000000000000 {183.336770000000, 339.293929190574} -> 575.828106270663, 316.207941000001, -10.000000000000
74: 74.224650873498, 505.808831000000, -10.000000000000 {216.673540000000, 339.293929190574} -> 575.828106270663, 316.207941000001, -10.000000000000
75: 74.224650873498, 505.808831000000, -10.000000000000 {250.010310000000, 339.293929190574} -> 575.828106270663, 316.207941000001, -10.000000000000
76: 74.224650873498, 505.808831000000, -10.000000000000 {283.347080000000, 339.293929190574} -> 575.828106270663, 316.207941000001, -10.000000000000
77: 74.224650873498, 505.808831000000, -10.000000000000 {316.683850000000, 339.293929190574} -> 575.828106270663, 316.207941000001, -10.000000000000
78: 76.943410077734, 504.781168292990, -10.000000000000 {339.293929190574, 339.293929190574} -> 575.828106270663, 316.207941000001, -10.000000000000
79: 85.099687690444, 501.698180171960, -10.000000000000 {339.293929190574, 339.293929190574} -> 575.828106270663, 316.207941000001, -10.000000000000
80: 100.264601945595, 495.966000282422, -10.000000000000 {339.293929190574, 339.293929190574} -> 575.828106270663, 316.207941000001, -10.000000000000
81: 115.429516200746, 490.233820392885, -10.000000000000 {339.293929190574, 339.293929190574} -> 575.828106270663, 316.207941000001, -10.000000000000
82: 130.594430455897, 484.501640503347, -10.000000000000 {339.293929190574, 339.293929190574} -> 575.828106270663, 316.207941000001, -10.000000000000
83: 145.759344711048, 478.769460613809, -10.000000000000 {339.293929190574, 339.293929190574} -> 575.828106270663, 316.207941000001, -10.000000000000
84: 160.924258966199, 473.037280724272, -10.000000000000 {339.293929190574, 339.293929190574} -> 575.828106270663, 316.207941000001, -10.000000000000
85: 176.089173221350, 467.305100834734, -10.000000000000 {339.293929190574, 339.293929190574} -> 575.828106270663, 316.207941000001, -10.000000000000
86: 191.254087476500, 461.572920945196, -10.000000000000 {339.293929190574, 339.293929190574} -> 575.828106270663, 316.207941000001, -10.000000000000
87: 206.419001731651, 455.840741055658, -10.000000000000 {339.293929190574, 339.293929190574} -> 575.828106270663, 316.207941000001, -10.000000000000
88: 221.583915986802, 450.108561166121, -10.000000000000 {339.293929190574, 339.293929190574} -> 575.828106270663, 316.207941000001, -10.000000000000
89: 236.748830241953, 444.376381276583, -10.000000000000 {339.293929190574, 339.293929190574} -> 575.828106270663, 316.207941000001, -10.000000000000
90: 251.913744497104, 438.644201387045, -10.000000000000 {339.293929190574, 339.293929190574} -> 575.828106270663, 316.207941000001, -10.000000000000
91: 267.078658752255, 432.912021497507, -10.000000000000 {339.293929190574, 339.293929190574} -> 575.828106270663, 316.207941000001, -10.000000000000
92: 282.243573007406, 427.179841607969, -10.000000000000 {339.293929190574, 339.293929190574} -> 575.828106270663, 316.207941000001, -10.000000000000
93: 297.408487262557, 421.447661718432, -10.000000000000 {339.293929190574, 339.293929190574} -> 575.828106270663, 316.207941000001, -10.000000000000
94: 312.573401517708, 415.715481828894, -10.000000000000 {339.293929190574, 339.293929190574} -> 575.828106270663, 316.207941000001, -10.000000000000
95: 327.738315772859, 409.983301939356, -10.000000000000 {339.293929190574, 339.293929190574} -> 575.828106270663, 316.207941000001, -10.000000000000
96: 342.903230028009, 404.251122049818, -10.000000000000 {339.293929190574, 339.293929190574} -> 575.828106270663, 316.207941000001, -10.000000000000
97: 358.068144283160, 398.518942160281, -10.000000000000 {339.293929190574, 339.293929190574} -> 575.828106270663, 316.207941000001, -10.000000000000
98: 373.233058538311, 392.786762270743, -10.000000000000 {339.293929190574, 339.293929190574} -> 575.828106270663, 316.207941000001, -10.000000000000
99: 388.397972793462, 387.054582381205, -10.000000000000 {339.293929190574, 339.293929190574} -> 575.828106270663, 316.207941000001, -10.000000000000
100: 403.562887048613, 381.322402491667, -10.000000000000 {339.293929190574, 339.293929190574} -> 575.828106270663, 316.207941000001, -10.000000000000
101: 418.727801303764, 375.590222602129, -10.000000000000 {339.293929190574, 339.293929190574} -> 575.828106270663, 316.207941000001, -10.000000000000
102: 433.892715558915, 369.858042712592, -10.000000000000 {339.293929190574, 339.293929190574} -> 575.828106270663, 316.207941000001, -10.000000000000
103: 449.057629814066, 364.125862823054, -10.000000000000 {339.293929190574, 339.293929190574} -> 575.828106270663, 316.207941000001, -10.000000000000
104: 464.222544069217, 358.393682933516, -10.000000000000 {339.293929190574, 339.293929190574} -> 575.828106270663, 316.207941000001, -10.000000000000
105: 479.387458324368, 352.661503043978, -10.000000000000 {339.293929190574, 339.293929190574} -> 575.828106270663, 316.207941000001, -10.000000000000
106: 494.552372579519, 346.929323154441, -10.000000000000 {339.293929190574, 339.293929190574} -> 575.828106270663, 316.207941000001, -10.000000000000
107: 509.717286834669, 341.197143264903, -10.000000000000 {339.293929190574, 339.293929190574} -> 575.828106270663, 316.207941000001, -10.000000000000
108: 524.882201089820, 335.464963375365, -10.000000000000 {339.293929190574, 339.293929190574} -> 575.828106270663, 316.207941000001, -10.000000000000
109: 540.047115344971, 329.732783485827, -10.000000000000 {339.293929190574, 339.293929190574} -> 575.828106270663, 316.207941000001, -10.000000000000
110: 540.047115344971, 329.732783485827, -10.000000000000 {339.293929190574, 339.293929190574} -> 575.828106270663, 316.207941000001, -10.000000000000
111: 542.765874549208, 328.705120778817, -10.000000000000 {339.293929190574, 339.293929190574} -> 575.828106270663, 316.207941000001, -10.000000000000
112: 550.922152161918, 325.622132657788, -10.000000000000 {339.293929190574, 339.293929190574} -> 575.828106270663, 316.207941000001, -10.000000000000
113: 550.922152161918, 325.622132657788, -10.000000000000 {339.293929190574, 339.293929190574} -> 575.828106270663, 316.207941000001, -10.000000000000
114: 553.640911366154, 324.594469950778, -10.000000000000 {339.293929190574, 339.293929190574} -> 575.828106270663, 316.207941000001, -10.000000000000
115: 553.640911366154, 324.594469950778, -10.000000000000 {12.630699190574, 149.619355030070} -> 56.212864000000, 616.207941000000, -10.000000000000
116: 553.640911366154, 324.594469950778, -10.000000000000 {45.967469190574, 149.619355030070} -> 56.212864000000, 616.207941000000, -10.000000000000
117: 553.640911366154, 324.594469950778, -10.000000000000 {79.304239190574, 149.619355030070} -> 56.212864000000, 616.207941000000, -10.000000000000
118: 553.640911366154, 324.594469950778, -10.000000000000 {112.641009190574, 149.619355030070} -> 56.212864000000, 616.207941000000, -10.000000000000
119: 551.133518684516, 326.064410150265, -10.000000000000 {149.619355030070, 149.619355030070} -> 56.212864000000, 616.207941000000, -10.000000000000
120: 543.611340639602, 330.474230748726, -10.000000000000 {149.619355030070, 149.619355030070} -> 56.212864000000, 616.207941000000, -10.000000000000
121: 529.625403612968, 338.673381688863, -10.000000000000 {149.619355030070, 149.619355030070} -> 56.212864000000, 616.207941000000, -10.000000000000
122: 515.639466586335, 346.872532628999, -10.000000000000 {149.619355030070, 149.619355030070} -> 56.212864000000, 616.207941000000, -10.000000000000
123: 501.653529559701, 355.071683569135, -10.000000000000 {149.619355030070, 149.619355030070} -> 56.212864000000, 616.207941000000, -10.000000000000
124: 487.667592533068, 363.270834509272, -10.000000000000 {149.619355030070, 149.619355030070} -> 56.212864000000, 616.207941000000, -10.000000000000
125: 473.681655506434, 371.469985449408, -10.000000000000 {149.619355030070, 149.619355030070} -> 56.212864000000, 616.207941000000, -10.000000000000
126: 459.695718479801, 379.669136389545, -10.000000000000 {149.619355030070, 149.619355030070} -> 56.212864000000, 616.207941000000, -10.000000000000
127: 445.709781453167, 387.868287329681, -10.000000000000 {149.619355030070, 149.619355030070} -> 56.212864000000, 616.207941000000, -10.000000000000
128: 431.723844426533, 396.067438269818, -10.000000000000 {149.619355030070, 149.619355030070} -> 56.212864000000, 616.207941000000, -10.000000000000
129: 417.737907399900, 404.266589209954, -10.000000000000 {149.619355030070, 149.619355030070} -> 56.212864000000, 616.207941000000, -10.000000000000
130: 403.751970373266, 412.465740150090, -10.000000000000 {149.619355030070, 149.619355030070} -> 56.212864000000, 616.207941000000, -10.000000000000
131: 389.766033346633, 420.664891090227, -10.000000000000 {149.619355030070, 149.619355030070} -> 56.212864000000, 616.207941000000, -10.000000000000
132: 375.780096319999, 428.864042030363, -10.000000000000 {149.619355030070, 149.619355030070} -> 56.212864000000, 616.207941000000, -10.000000000000
133: 361.794159293366, 437.063192970500, -10.000000000000 {149.619355030070, 149.619355030070} -> 56.212864000000, 616.207941000000, -10.000000000000
134: 347.808222266732, 445.262343910636, -10.000000000000 {149.619355030069, 149.619355030069} -> 56.212864000000, 616.207941000000, -10.000000000000
135: 333.822285240098, 453.461494850773, -10.000000000000 {149.619355030069, 149.619355030069} -> 56.212864000000, 616.207941000000, -10.000000000000
136: 319.836348213465, 461.660645790909, -10.000000000000 {149.619355030069, 149.619355030069} -> 56.212864000000, 616.207941000000, -10.000000000000
137: 305.850411186831, 469.859796731046, -10.000000000000 {149.619355030069, 149.619355030069} -> 56.212864000000, 616.207941000000, -10.000000000000
138: 291.864474160198, 478.058947671182, -10.000000000000 {149.619355030069, 149.619355030069} -> 56.212864000000, 616.207941000000, -10.000000000000
139: 277.878537133564, 486.258098611319, -10.000000000000 {149.619355030069, 149.619355030069} -> 56.212864000000, 616.207941000000, -10.000000000000
140: 263.892600106931, 494.457249551455, -10.000000000000 {149.619355030069, 149.619355030069} -> 56.212864000000, 616.207941000000, -10.000000000000
141: 249.906663080297, 502.656400491592, -10.000000000000 {149.619355030069, 149.619355030069} -> 56.212864000000, 616.207941000000, -10.000000000000
142: 235.920726053664, 510.855551431728, -10.000000000000 {149.619355030069, 149.619355030069} -> 56.212864000000, 616.207941000000, -10.000000000000
143: 221.934789027030, 519.054702371864, -10.000000000000 {149.619355030069, 149.619355030069} -> 56.212864000000, 616.207941000000, -10.000000000000
144: 207.948852000396, 527.253853312001, -10.000000000000 {149.619355030069, 149.619355030069} -> 56.212864000000, 616.207941000000, -10.000000000000
145: 193.962914973763, 535.453004252137, -10.000000000000 {149.619355030069, 149.619355030069} -> 56.212864000000, 616.207941000000, -10.000000000000
146: 179.976977947129, 543.652155192274, -10.000000000000 {149.619355030069, 149.619355030069} -> 56.212864000000, 616.207941000000, -10.000000000000
147: 165.991040920496, 551.851306132411, -10.000000000000 {149.619355030069, 149.619355030069} -> 56.212864000000, 616.207941000000, -10.000000000000
148: 152.005103893862, 560.050457072547, -10.000000000000 {149.619355030069, 149.619355030069} -> 56.212864000000, 616.207941000000, -10.000000000000
149: 138.019166867229, 568.249608012684, -10.000000000000 {149.619355030069, 149.619355030069} -> 56.212864000000, 616.207941000000, -10.000000000000
150: 124.033229840595, 576.448758952820, -10.000000000000 {149.619355030069, 149.619355030069} -> 56.212864000000, 616.207941000000, -10.000000000000
151: 110.047292813962, 584.647909892957, -10.000000000000 {149.619355030069, 149.619355030069} -> 56.212864000000, 616.207941000000, -10.000000000000
152: 96.061355787328, 592.847060833093, -10.000000000000 {149.619355030069, 149.619355030069} -> 56.212864000000, 616.207941000000, -10.000000000000
153: 96.061355787328, 592.847060833093, -10.000000000000 {149.619355030069, 149.619355030069} -> 56.212864000000, 616.207941000000, -10.000000000000
154: 93.553963105690, 594.317001032580, -10.000000000000 {149.619355030069, 149.619355030069} -> 56.212864000000, 616.207941000000, -10.000000000000
155: 86.031785060776, 598.726821631041, -10.000000000000 {149.619355030069, 149.619355030069} -> 56.212864000000, 616.207941000000, -10.000000000000
156: 86.031785060776, 598.726821631041, -10.000000000000 {149.619355030069, 149.619355030069} -> 56.212864000000, 616.207941000000, -10.000000000000
157: 83.524392379138, 600.196761830528, -10.000000000000 {149.619355030069, 149.619355030069} -> 56.212864000000, 616.207941000000, -10.000000000000
158: 76.002214334224, 604.606582428990, -10.000000000000 {149.619355030069, 149.619355030069} -> 56.212864000000, 616.207941000000, -10.000000000000
159: 76.002214334224, 604.606582428990, -10.000000000000 {182.956125030069, 337.876959647943} -> 662.430646649107, 366.207941000001, -10.000000000000
160: 76.002214334224, 604.606582428990, -10.000000000000 {216.292895030069, 337.876959647943} -> 662.430646649107, 366.207941000001, -10.000000000000
161: 76.002214334224, 604.606582428990, -10.000000000000 {249.629665030069, 337.876959647943} -> 662.430646649107, 366.207941000001, -10.000000000000
162: 76.002214334224, 604.606582428990, -10.000000000000 {282.966435030069, 337.876959647943} -> 662.430646649107, 366.207941000001, -10.000000000000
163: 76.002214334224, 604.606582428990, -10.000000000000 {316.303205030069, 337.876959647943} -> 662.430646649107, 366.207941000001, -10.000000000000
164: 78.694729854649, 603.512003778426, -10.000000000000 {337.876959647943, 337.876959647943} -> 662.430646649107, 366.207941000001, -10.000000000000
165: 86.772276415923, 600.228267826733, -10.000000000000 {337.876959647943, 337.876959647943} -> 662.430646649107, 366.207941000001, -10.000000000000
166: 101.790806535943, 594.122838792981, -10.000000000000 {337.876959647943, 337.876959647943} -> 662.430646649107, 366.207941000001, -10.000000000000
167: 116.809336655962, 588.017409759229, -10.000000000000 {337.876959647943, 337.876959647943} -> 662.430646649107, 366.207941000001, -10.000000000000
168: 131.827866775981, 581.911980725477, -10.000000000000 {337.876959647943, 337.876959647943} -> 662.430646649107, 366.207941000001, -10.000000000000
169: 146.846396896000, 575.806551691725, -10.000000000000 {337.876959647943, 337.876959647943} -> 662.430646649107, 366.207941000001, -10.000000000000
170: 161.864927016019, 569.701122657973, -10.000000000000 {337.876959647943, 337.876959647943} -> 662.430646649107, 366.207941000001, -10.000000000000
171: 176.883457136038, 563.595693624221, -10.000000000000 {337.876959647943, 337.876959647943} -> 662.430646649107, 366.207941000001, -10.000000000000
172: 191.901987256057, 557.490264590470, -10.000000000000 {337.876959647943, 337.876959647943} -> 662.430646649107, 366.207941000001, -10.000000000000
173: 206.920517376076, 551.384835556718, -10.000000000000 {337.876959647943, 337.876959647943} -> 662.430646649107, 366.207941000001, -10.000000000000
174: 221.939047496095, 545.279406522966, -10.000000000000 {337.876959647943, 337.876959647943} -> 662.430646649107, 366.207941000001, -10.000000000000
175: 236.957577616114, 539.173977489214, -10.000000000000 {337.876959647943, 337.876959647943} -> 662.430646649107, 366.207941000001, -10.000000000000
176: 251.976107736133, 533.068548455462, -10.000000000000 {337.876959647943, 337.876959647943} -> 662.430646649107, 366.207941000001, -10.000000000000
177: 266.994637856152, 526.963119421710, -10.000000000000 {337.876959647943, 337.876959647943} -> 662.430646649107, 366.207941000001, -10.000000000000
178: 282.013167976171, 520.857690387958, -10.000000000000 {337.876959647943, 337.876959647943} -> 662.430646649107, 366.207941000001, -10.000000000000
179: 297.031698096190, 514.752261354206, -10.000000000000 {337.876959647943, 337.876959647943} -> 662.430646649107, 366.207941000001, -10.000000000000
180: 312.050228216209, 508.646832320455, -10.000000000000 {337.876959647943, 337.876959647943} -> 662.430646649107, 366.207941000001, -10.000000000000
181: 327.068758336228, 502.541403286703, -10.000000000000 {337.876959647943, 337.876959647943} -> 662.430646649107, 366.207941000001, -10.000000000000
182: 342.087288456247, 496.435974252951, -10.000000000000 {337.876959647943, 337.876959647943} -> 662.430646649107, 366.207941000001, -10.000000000000
183: 357.105818576266, 490.330545219199, -10.000000000000 {337.876959647943, 337.876959647943} -> 662.430646649107, 366.207941000001, -10.000000000000
184: 372.124348696285, 484.225116185447, -10.000000000000 {337.876959647943, 337.876959647943} -> 662.430646649107, 366.207941000001, -10.000000000000
185: 387.142878816304, 478.119687151695, -10.000000000000 {337.876959647943, 337.876959647943} -> 662.430646649107, 366.207941000001, -10.000000000000
186: 402.161408936323, 472.014258117943, -10.000000000000 {337.876959647943, 337.876959647943} -> 662.430646649107, 366.207941000001, -10.000000000000
187: 417.179939056342, 465.908829084191, -10.000000000000 {337.876959647943, 337.876959647943} -> 662.430646649107, 366.207941000001, -10.000000000000
188: 432.198469176361, 459.803400050439, -10.000000000000 {337.876959647943, 337.876959647943} -> 662.430646649107, 366.207941000001, -10.000000000000
189: 447.216999296380, 453.697971016687, -10.000000000000 {337.876959647943, 337.876959647943} -> 662.430646649107, 366.207941000001, -10.000000000000
190: 462.235529416399, 447.592541982935, -10.000000000000 {337.876959647943, 337.876959647943} -> 662.430646649107, 366.207941000001, -10.000000000000
191: 477.254059536418, 441.487112949183, -10.000000000000 {337.876959647943, 337.876959647943} -> 662.430646649107, 366.207941000001, -10.000000000000
